$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
0,3,1,0,0,6,2,0.4,2,3,2,1,5,1,0,5,0,11.91,5.25,328.18,0.02,16,0.19,18.23,62.51,0.5,2,3,5,0.33,7,9,6,9,6,0,5,0
3,5,1,2,0,4,3,0.17,2,2,2,0.67,9,3,1,16,1,26.3,10.45,2872.09,0.09,52,0.1,159.56,274.84,1,1,2,8,0.04,22,30,20,19,80,11.11,18,0
2,13,8,2,0,12,8,0.21,6,2,8,1,33,5,0.57,37,1,38,20.84,16509.21,0.26,137,0.05,917.18,792.05,0.63,3,6,27,0.19,58,79,32,23,42,5.13,39,0
1,15,0,0,0,22,8,0.42,8,2.75,1,0.13,25,6,0.71,19,1,7.74,101.06,79044.51,0.26,161,0.01,4391.36,782.13,0.75,7,11,19,0.38,77,84,8,21,21,0,19,0
3,5,0,0,0,8,3,0.6,4,2,1,0.33,11,1,0,5,3,14.2,12.38,2175.04,0.06,43,0.08,120.84,175.76,0.33,2,4,10,0.33,22,21,8,9,9,0,5,0
9,9,3,0,5,14,5,0.24,6,2.33,4,0.8,18,3,0.5,21,0,16.41,15,3691.87,0.08,53,0.07,205.1,246.12,0.6,4,7,15,0.14,20,33,10,15,36,19.23,21,0
7,3,2,0,1,4,2,0.14,2,2,1,0.5,8,1,0,14,0,25.61,9.43,2276.82,0.08,52,0.11,126.49,241.48,0.5,1,2,8,0.09,24,28,14,11,23,6.67,14,0
0,3,1,4,4,4,2,0.2,2,2,1,0.5,7,1,0,6,1,33.71,13.2,5874,0.15,89,0.08,326.33,445,0.5,1,2,7,0.13,44,45,20,12,15,57.14,10,0
0,3,0,0,0,6,2,0.29,2,3,1,0.5,5,1,0,7,1,18.62,6.5,786.59,0.04,28,0.15,43.7,121.01,0.5,2,3,5,0.25,13,15,10,10,8,0,7,0
1,5,1,0,0,6,3,0.43,2,3,2,0.67,9,3,1,7,1,12.16,5.6,381.44,0.02,19,0.18,21.19,68.11,1,2,3,8,0.33,8,11,5,7,9,0,7,0
1,5,5,0,0,8,3,0.23,4,2,3,1,14,3,1,13,0,29.8,5.77,991.7,0.06,38,0.17,55.09,171.9,1,2,4,13,0.2,15,23,13,10,15,0,13,0
1,3,0,0,0,4,2,0.22,2,2,1,0.5,5,1,0,9,1,35.77,7,1752.53,0.08,57,0.14,97.36,250.36,0.5,1,2,5,0.18,28,29,14,7,11,0,9,0
1,13,2,0,0,24,7,0.33,12,2,3,0.43,28,6,0.83,21,0,20,16.25,5282.39,0.11,70,0.06,293.47,325.07,0.86,6,12,23,0.3,30,40,12,13,23,0,21,0
1,5,0,0,0,6,3,0.27,2,3,1,0.33,8,3,1,11,2,14.12,10.89,1674.72,0.05,34,0.09,93.04,153.8,1,2,3,7,0.23,14,20,9,14,13,0,11,0
0,3,1,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,1,18.39,4.89,439.63,0.03,22,0.2,24.42,89.92,0.5,1,2,6,0.33,11,11,9,8,6,0,5,0
9,19,2,3,11,36,10,0.29,18,2,4,0.4,41,1,0,32,3,35.14,41.18,59587.71,0.48,246,0.02,3310.43,1447.13,0.1,9,18,33,0.18,112,134,34,25,56,30.43,35,0
1,7,4,0,0,12,4,0.19,6,2,2,0.5,24,1,0,21,3,53.82,9.17,4521.96,0.16,94,0.11,251.22,493.31,0.25,3,6,22,0.17,45,49,27,11,23,0,21,0
47,21,8,15,78,34,11,0.16,14,2.43,6,0.55,46,9,0.8,55,0,116.45,19.13,42594.84,0.74,339,0.05,2366.38,2227.18,0.82,10,17,37,0.06,153,186,76,19,196,62.84,70,0
13,7,4,1,13,12,4,0.27,6,2,4,1,14,1,0,14,2,29.18,7.86,1801.24,0.08,50,0.13,100.07,229.25,0.25,3,6,12,0.1,22,28,14,10,42,50,15,1
13,11,3,3,5,20,6,0.21,10,2,3,0.5,25,1,0,26,0,43.02,15.81,10760.54,0.23,127,0.06,597.81,680.41,0.17,5,10,21,0.13,61,66,27,14,48,23.53,29,0
6,3,3,0,0,4,2,0.2,2,2,2,1,9,1,0,10,1,28.55,8,1827.2,0.08,52,0.13,101.51,228.4,0.5,1,2,9,0.12,26,26,13,8,17,0,10,0
4,13,2,0,3,24,7,0.19,12,2,7,1,37,1,0,36,2,33.06,25.74,21902.71,0.28,161,0.04,1216.82,850.95,0.14,6,12,32,0.16,74,87,23,16,44,7.69,36,0
1,3,2,0,0,4,2,0.4,2,2,2,1,8,1,0,5,0,13.67,5.71,446.5,0.03,20,0.18,24.81,78.14,0.5,1,2,8,0.29,10,10,7,8,7,0,5,0
12,3,1,0,10,4,2,0.14,2,2,2,1,9,1,0,14,3,48.3,17.5,14790.85,0.28,149,0.06,821.71,845.19,0.5,1,2,9,0.05,70,79,34,17,37,41.67,14,1
10,5,6,0,12,8,3,0.13,4,2,3,1,14,1,0,24,1,52.14,12.54,8193.61,0.22,122,0.08,455.2,653.62,0.33,2,4,13,0.06,54,68,28,13,47,33.33,24,0
1,19,0,17,0,34,10,0.21,16,2.13,1,0.1,40,8,0.78,31,3,31.42,46.06,66661.35,0.48,246,0.02,3703.41,1447.13,0.8,9,17,32,0.2,102,144,31,28,50,35.42,48,0
1,7,1,0,0,12,4,0.4,6,2,3,0.75,16,1,0,10,0,11.9,21.72,5615.72,0.09,55,0.05,311.98,258.51,0.25,3,6,14,0.33,23,32,9,17,12,0,10,0
4,7,2,0,7,12,4,0.22,6,2,2,0.5,13,4,1,18,3,31.03,6.29,1225.98,0.07,42,0.16,68.11,195.04,1,3,6,11,0.13,16,26,14,11,30,28,18,0
34,39,3,10,27,60,20,0.27,22,2.73,5,0.25,70,18,0.89,64,3,44.71,96.49,416248.39,1.44,719,0.01,23124.91,4314,0.9,19,30,52,0.15,344,375,41,23,136,36.63,74,0
0,5,3,2,0,6,3,0.25,2,3,3,1,10,3,1,10,1,23.16,11,2802.69,0.08,53,0.09,155.7,254.79,1,2,3,9,0.23,22,31,14,14,13,16.67,12,0
14,11,1,2,16,20,6,0.14,10,2,3,0.5,28,1,0,40,0,41.91,27.61,31948.87,0.39,204,0.04,1774.94,1157.17,0.17,5,10,24,0.08,93,111,32,19,73,31.03,42,0
22,9,4,5,15,16,5,0.2,8,2,5,1,22,1,0,20,1,25.18,20,10073.18,0.17,99,0.05,559.62,503.66,0.2,4,8,19,0.08,45,54,18,16,63,50,25,0
20,17,1,5,12,30,9,0.35,14,2.14,2,0.22,30,1,0,21,1,33.47,24.62,20287.52,0.27,146,0.04,1127.08,824,0.11,8,15,23,0.15,68,78,29,21,59,44.74,26,1
25,29,3,2,11,50,15,0.23,22,2.27,3,0.2,64,8,0.5,64,0,95.22,32.39,99926.73,1.03,474,0.03,5551.48,3084.69,0.53,14,25,51,0.15,230,244,71,20,103,16.88,66,0
0,11,6,2,0,18,6,0.29,8,2.25,5,0.83,23,4,0.6,19,1,28.27,12.8,4632.25,0.12,70,0.08,257.35,361.89,0.67,5,9,19,0.27,32,38,20,16,22,9.52,21,0
20,15,2,6,14,28,8,0.27,14,2,6,0.75,29,1,0,24,0,55.87,16.21,14703.33,0.3,159,0.06,816.85,906.37,0.13,7,14,23,0.12,73,86,36,16,65,45.45,30,0
12,5,1,2,0,8,3,0.17,4,2,1,0.33,14,1,0,16,2,21.78,37.5,30631.81,0.27,158,0.03,1701.77,816.85,0.33,2,4,13,0.1,75,83,18,18,31,11.11,18,1
23,18,8,6,11,22,10,0.22,8,2.75,7,0.7,36,7,0.67,40,0,49.69,15.32,11670.05,0.25,130,0.07,648.34,761.54,0.7,7,11,28,0.12,54,76,37,21,81,29.82,46,0
7,5,3,4,6,8,3,0.13,4,2,2,0.67,13,1,0,19,1,48.79,19.21,18005.58,0.31,160,0.05,1000.31,937.28,0.33,2,4,12,0.08,73,87,38,20,37,34.48,23,0
3,3,0,0,0,4,2,0.4,2,2,1,0.5,5,1,0,5,2,9.87,5.63,312.22,0.02,15,0.18,17.35,55.51,0.5,1,2,5,0.22,5,10,4,9,9,0,5,0
28,15,11,6,27,28,8,0.2,14,2,8,1,38,1,0,35,0,122.69,12.57,19373.39,0.51,256,0.08,1076.3,1541.73,0.13,7,14,32,0.08,111,145,53,12,97,48.53,41,1
2,21,3,0,0,38,11,0.52,18,2.11,3,0.27,42,3,0.2,21,0,35.91,25.31,23011.32,0.3,172,0.04,1278.41,909.09,0.27,10,19,33,0.46,81,91,24,15,24,0,21,0
28,7,16,3,15,12,4,0.11,6,2,3,0.75,30,1,0,34,0,88.1,8.83,6873.97,0.26,134,0.11,381.89,778.19,0.25,3,6,28,0.05,53,81,42,14,81,34.62,37,0
1,5,3,0,0,6,3,0.3,2,3,2,0.67,10,3,1,10,1,22.75,11,2752.77,0.08,51,0.09,152.93,250.25,1,2,3,9,0.25,22,29,15,15,12,0,10,0
3,5,1,0,0,8,3,0.6,4,2,3,1,9,1,0,5,0,24.09,5.6,755.36,0.04,33,0.18,41.96,134.89,0.33,2,4,8,0.33,16,17,10,7,9,0,5,0
2,11,0,0,0,18,6,0.86,8,2.25,1,0.17,18,5,0.8,7,2,9.45,16.5,2574,0.05,39,0.06,143,156,0.83,5,9,14,0.6,11,28,4,12,10,0,7,0
10,9,3,2,0,14,5,0.24,6,2.33,3,0.6,17,3,0.5,19,3,21.11,20.5,8869.57,0.14,90,0.05,492.75,432.66,0.6,4,7,14,0.16,41,49,14,14,32,9.52,21,0
4,3,3,1,6,4,2,0.12,2,2,2,1,7,1,0,16,0,46.82,5.71,1528.72,0.09,54,0.18,84.93,267.53,0.5,1,2,7,0.07,24,30,21,10,28,30.43,17,0
2,11,0,7,6,14,6,0.2,4,3.5,1,0.17,16,4,0.6,23,7,36.79,15.58,8933.27,0.19,107,0.06,496.29,573.26,0.67,5,8,12,0.15,44,63,24,17,39,36.11,30,0
2,3,1,0,1,4,2,0.29,2,2,2,1,5,1,0,7,3,17.79,5.63,562.94,0.03,24,0.18,31.27,100.08,0.5,1,2,5,0.18,9,15,8,10,11,12.5,7,0
12,110,19,6,6,196,57,0.4,92,2.13,43,0.75,247,42,0.73,136,2,111.38,61.95,427450.82,2.3,952,0.02,23747.27,6900.03,0.74,52,98,192,0.35,430,522,118,34,161,8.1,142,0
15,15,5,0,50,24,8,0.04,10,2.4,1,0.13,57,1,0,190,4,175.59,53.22,497406.05,3.12,1309,0.02,27633.67,9345.67,0.13,7,12,51,0.03,644,665,121,20,256,20.83,190,0
7,5,1,2,2,8,3,0.25,4,2,2,0.67,9,1,0,10,0,17.16,15.82,4293.27,0.09,60,0.06,238.52,271.41,0.33,2,4,8,0.14,29,31,11,12,22,28.57,12,0
1,15,1,0,0,24,8,0.73,10,2.4,2,0.25,26,7,0.86,11,1,15.48,21,6826.47,0.11,70,0.05,379.25,325.07,0.88,7,12,20,0.62,28,42,10,15,13,0,11,0
21,17,2,3,12,20,10,0.26,8,2.5,3,0.3,31,3,0.22,36,5,31.44,19.3,11716.29,0.2,107,0.05,650.91,606.95,0.3,6,10,23,0.14,47,60,28,23,73,29.41,39,0
9,3,2,1,7,4,2,0.25,2,2,2,1,7,1,0,7,1,24.81,8.5,1792.72,0.07,46,0.12,99.6,210.91,0.5,1,2,7,0.08,17,29,12,12,25,53.33,8,0
3,5,4,0,0,8,3,0.25,4,2,3,1,12,1,0,12,0,24.82,7.86,1532.47,0.07,42,0.13,85.14,195.04,0.33,2,4,11,0.19,20,22,14,11,16,0,12,0
1,3,1,0,0,4,2,0.67,2,2,2,1,6,1,0,3,0,11.23,14,2200.43,0.05,37,0.07,122.25,157.17,0.5,1,2,6,0.4,10,27,5,14,5,0,3,0
57,15,8,0,8,18,8,0.19,6,3,3,0.38,44,5,0.57,42,1,60.44,19.68,23416.59,0.4,191,0.05,1300.92,1189.7,0.63,6,9,38,0.04,89,102,52,23,211,16,42,0
0,3,1,0,0,4,2,0.22,2,2,1,0.5,6,1,0,9,1,15.92,7.07,796.16,0.04,27,0.14,44.23,112.59,0.5,1,2,6,0.2,9,18,7,11,10,0,9,0
5,3,0,0,0,4,2,0.5,2,2,1,0.5,6,1,0,4,0,11.42,6.67,507.65,0.03,20,0.15,28.2,76.15,0.5,1,2,6,0.2,10,10,6,8,10,0,4,0
0,9,0,1,0,16,5,0.45,8,2,1,0.2,17,3,0.5,10,2,16.86,17.14,4949.88,0.1,63,0.06,274.99,288.85,0.6,4,8,14,0.42,29,34,11,13,12,9.09,11,0
1,3,0,0,0,4,2,0.12,2,2,1,0.5,6,1,0,17,4,19.85,16.82,5614.18,0.11,76,0.06,311.9,333.82,0.5,1,2,6,0.11,37,39,11,10,19,0,17,0
8,11,2,0,4,18,6,0.18,8,2.25,4,0.67,23,5,0.8,33,2,69.47,9.03,5659.94,0.21,110,0.11,314.44,627.05,0.83,5,9,19,0.13,49,61,38,14,46,10.81,33,0
2,5,0,0,0,8,3,0.3,4,2,1,0.33,9,1,0,10,1,13.12,10.83,1539.78,0.05,31,0.09,85.54,142.13,0.33,2,4,8,0.23,13,18,9,15,13,0,10,0
2,7,2,0,0,12,4,0.33,6,2,1,0.25,15,1,0,12,2,14.41,15,3241.45,0.07,50,0.07,180.08,216.1,0.25,3,6,13,0.27,20,30,8,12,15,0,12,0
1,5,2,0,0,8,3,0.38,4,2,2,0.67,11,3,1,8,2,9.65,14.08,1914.4,0.05,32,0.07,106.36,135.93,1,2,4,10,0.3,13,19,6,13,10,0,8,0
1,5,1,0,1,8,3,0.3,4,2,2,0.67,9,1,0,10,1,12.54,12.75,2038.87,0.05,37,0.08,113.27,159.91,0.33,2,4,8,0.23,17,20,8,12,13,9.09,10,0
7,7,3,2,7,12,4,0.15,6,2,4,1,15,1,0,24,1,37.25,27.5,28170.17,0.34,178,0.04,1565.01,1024.36,0.25,3,6,13,0.1,80,98,32,22,41,27.27,26,1
2,13,1,0,0,14,8,0.5,6,2.33,2,0.25,23,3,0.29,16,1,18.37,20.67,7844.38,0.13,74,0.05,435.8,379.57,0.38,4,7,17,0.42,31,43,15,20,19,0,16,0
13,7,0,0,2,12,4,0.01,6,2,1,0.25,19,1,0,397,0,1535.48,11.07,188118.17,5.67,1916,0.09,10451.01,16995.62,0.25,3,6,17,0.01,1129,787,459,9,413,0.5,397,0
3,3,1,0,0,4,2,0.25,2,2,1,0.5,6,1,0,8,3,24.33,8.4,1716.73,0.07,50,0.12,95.37,204.37,0.5,1,2,6,0.17,24,26,10,7,12,0,8,0
28,31,6,5,35,54,16,0.16,24,2.25,9,0.56,59,8,0.47,97,2,142.15,18.84,50427.99,0.89,389,0.05,2801.56,2677.35,0.5,15,27,45,0.1,174,215,97,21,166,29.2,102,1
12,11,0,0,58,20,6,0.03,10,2,1,0.17,21,1,0,195,4,355.66,18.58,122751.71,2.2,919,0.05,6819.54,6607.45,0.17,5,10,17,0.02,456,463,135,11,266,22.92,195,0
8,33,6,3,16,58,17,0.28,26,2.23,4,0.24,71,8,0.44,57,2,81.83,29.21,69838.03,0.8,375,0.03,3879.89,2390.64,0.47,16,29,56,0.2,162,213,61,22,85,25,60,0
2,7,3,1,0,12,4,0.31,6,2,4,1,16,1,0,12,2,26.73,8.46,1913.81,0.08,50,0.12,106.32,226.18,0.25,3,6,14,0.25,22,28,13,10,16,7.69,13,0
77,33,6,23,43,60,17,0.16,28,2.14,5,0.29,79,10,0.56,83,1,74.12,38.38,109170.24,0.95,431,0.03,6065.01,2844.56,0.59,16,30,64,0.07,199,232,70,27,227,44.3,106,0
0,3,2,0,0,4,2,0.2,2,2,2,1,8,1,0,10,0,29.95,3,269.58,0.03,23,0.33,14.98,89.86,0.5,1,2,8,0.18,9,14,9,6,11,0,10,0
1,7,2,0,0,12,4,0.25,6,2,2,0.5,16,1,0,16,1,14.38,17.85,4583.24,0.09,54,0.06,254.62,256.76,0.25,3,6,14,0.22,21,33,10,17,18,0,16,0
4,5,0,2,1,8,3,0.33,4,2,1,0.33,9,3,1,7,2,14.31,8.57,1051.06,0.04,30,0.12,58.39,122.62,1,2,4,8,0.2,12,18,7,10,15,30,9,0
11,5,2,2,7,6,3,0.27,2,3,2,0.67,9,3,1,9,1,26.93,8.65,2013.44,0.08,47,0.12,111.86,232.85,1,2,3,8,0.1,21,26,17,14,30,50,11,0
29,21,2,10,11,38,11,0.27,18,2.11,3,0.27,42,1,0,31,0,51.67,21.46,23803.95,0.37,187,0.05,1322.44,1109.05,0.09,10,19,33,0.13,88,99,41,20,82,40.38,41,0
5,7,1,1,3,10,4,0.24,4,2.5,2,0.5,15,1,0,16,1,21.98,12.6,3489,0.09,57,0.08,193.83,276.9,0.25,3,5,13,0.15,27,30,15,14,26,20,17,0
12,5,11,1,11,8,3,0.16,4,2,3,1,19,1,0,18,1,46.1,8.61,3416.12,0.13,78,0.12,189.78,396.82,0.33,2,4,18,0.07,36,42,23,11,43,40,19,0
1,95,3,3,0,188,48,0.45,94,2,2,0.04,238,1,0,103,0,47.04,115.43,626797.86,1.81,1007,0.01,34822.1,5430.06,0.02,47,94,192,0.44,515,492,29,13,108,2.83,106,0
4,3,0,0,2,4,2,0.25,2,2,1,0.5,6,1,0,8,1,17.13,4.67,373.12,0.03,21,0.21,20.73,79.95,0.5,1,2,6,0.13,7,14,6,8,15,20,8,0
3,5,3,0,0,6,3,0.33,2,3,3,1,10,1,0,9,0,17.03,14,3337.85,0.08,52,0.07,185.44,238.42,0.33,2,3,9,0.23,20,32,10,14,13,0,9,0
13,9,4,1,1,16,5,0.1,8,2,3,0.6,21,1,0,47,2,55.62,43.56,105522.12,0.81,377,0.02,5862.34,2422.7,0.2,4,8,18,0.08,147,230,54,32,63,4.08,48,0
2,59,0,31,0,116,30,0.91,58,2,1,0.03,117,1,0,2,1,130.77,15.89,33012.61,0.69,345,0.06,1834.03,2077.71,0.03,29,58,89,0.83,156,189,54,11,36,93.94,33,0
7,5,1,3,0,8,3,0.15,4,2,1,0.33,11,1,0,17,2,27.46,13.36,4903.83,0.12,88,0.07,272.44,366.95,0.33,2,4,10,0.11,42,46,11,7,28,15,20,0
10,5,11,2,4,8,3,0.08,4,2,2,0.67,22,1,0,36,1,85.25,13,14407.24,0.37,190,0.08,800.4,1108.25,0.33,2,4,21,0.06,88,102,44,13,53,14.29,38,0
3,5,0,0,0,8,3,0.6,4,2,1,0.33,11,1,0,5,2,13.29,10.29,1406.48,0.05,35,0.1,78.14,136.74,0.33,2,4,10,0.33,18,17,7,8,9,0,5,0
13,7,5,5,5,12,4,0.14,6,2,4,1,17,1,0,24,1,50.97,10.6,5730.99,0.18,99,0.09,318.39,540.48,0.25,3,6,15,0.08,41,58,29,15,48,29.41,29,1
5,5,0,0,0,8,3,0.43,4,2,1,0.33,9,1,0,7,1,7.53,10,752.84,0.03,21,0.1,41.82,75.28,0.33,2,4,8,0.23,10,11,4,8,13,0,7,0
13,91,19,4,2,152,47,0.47,66,2.3,32,0.68,185,22,0.46,96,0,99.09,49.13,239175.87,1.62,679,0.02,13287.55,4868.38,0.47,43,78,140,0.38,306,373,109,35,124,5.88,100,0
3,9,3,0,0,16,5,0.21,8,2,4,0.8,21,1,0,24,3,33.71,14.84,7426.6,0.17,101,0.07,412.59,500.37,0.2,4,8,18,0.18,47,54,19,12,28,0,24,0
16,115,5,0,0,212,58,0.29,98,2.16,2,0.03,262,1,0,199,0,129.4,55.52,398853.5,2.39,1079,0.02,22158.53,7184.21,0.02,57,106,206,0.27,512,567,83,18,216,0,199,0
8,8,3,0,1,4,6,0.15,2,2,6,1,17,1,0,39,0,55.83,18.8,19738.62,0.35,186,0.05,1096.59,1049.76,0.17,1,2,13,0.12,73,113,33,17,49,2.5,39,0
2,3,1,0,0,4,2,0.17,2,2,1,0.5,7,1,0,12,0,20.64,5.56,637.19,0.04,27,0.18,35.4,114.69,0.5,1,2,7,0.13,10,17,9,10,15,0,12,0
1,5,2,0,1,8,3,0.23,4,2,3,1,12,1,0,13,1,19.11,10.5,2107.08,0.07,45,0.1,117.06,200.67,0.33,2,4,11,0.19,21,24,11,11,16,7.14,13,0
1,9,3,0,0,16,5,0.26,8,2,5,1,24,1,0,19,0,42.5,16.14,11090.08,0.23,129,0.06,616.12,686.53,0.2,4,8,21,0.24,60,69,26,14,21,0,19,0
2,3,2,0,0,4,2,0.25,2,2,2,1,7,1,0,8,2,11.6,10,1160,0.04,29,0.1,64.44,116,0.5,1,2,7,0.18,12,17,6,10,11,0,8,0
13,13,1,4,8,24,7,0.22,12,2,3,0.43,27,1,0,28,3,34.49,37.44,48341.41,0.43,241,0.03,2685.63,1291.17,0.14,6,12,22,0.13,117,124,25,16,54,30,32,0
1,5,0,0,0,8,3,0.43,4,2,1,0.33,10,1,0,7,1,6.02,18.33,2024.24,0.04,29,0.05,112.46,110.41,0.33,2,4,9,0.33,10,19,3,11,9,0,7,0
1,10,2,2,0,10,6,0.25,4,2.5,3,0.5,20,6,1,22,0,22.38,20,8951.25,0.15,83,0.05,497.29,447.56,1,3,5,16,0.23,30,53,18,24,26,8.33,24,0
4,5,1,0,0,6,3,0.25,2,3,1,0.33,10,3,1,12,2,21.13,11.5,2794.53,0.08,53,0.09,155.25,243,1,2,3,9,0.18,23,30,12,12,17,0,12,0
3,3,0,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,0,8.4,7,411.67,0.02,17,0.14,22.87,58.81,0.5,1,2,6,0.18,8,9,4,7,11,0,7,0
15,13,1,0,0,24,7,0.28,12,2,6,0.86,31,1,0,25,2,38.61,14.97,8655.44,0.19,119,0.07,480.86,578.1,0.14,6,12,26,0.17,49,70,18,11,41,0,25,1
13,8,4,2,4,4,6,0.16,2,2,2,0.33,19,1,0,36,1,53.33,15.98,13611.71,0.28,142,0.06,756.21,852,0.17,1,2,15,0.11,61,81,42,22,56,14.29,38,0
14,11,4,3,19,20,6,0.19,10,2,4,0.67,25,5,0.8,28,0,25.75,23.98,14801.55,0.21,116,0.04,822.31,617.34,0.83,5,10,21,0.09,53,63,21,19,65,44,31,0
12,21,2,1,12,38,11,0.28,18,2.11,2,0.18,44,3,0.2,38,2,35.52,30.55,33139.3,0.36,186,0.03,1841.07,1084.92,0.27,10,19,35,0.17,84,102,33,24,64,25.49,39,1
6,7,1,2,0,10,4,0.25,4,2.5,2,0.5,11,1,0,14,0,20.83,12,2999.79,0.08,52,0.08,166.65,249.98,0.25,3,5,9,0.17,24,28,14,14,23,12.5,16,0
4,25,24,5,10,44,13,0.27,20,2.2,13,1,72,11,0.83,43,0,93.54,12.79,15311.87,0.4,198,0.08,850.66,1196.79,0.85,12,22,61,0.21,87,111,51,15,63,25.86,48,0
16,81,6,0,28,160,41,0.12,80,2,17,0.41,227,1,0,349,4,287.86,42.27,514310.25,4.05,1565,0.02,28572.79,12167.54,0.02,40,80,188,0.1,757,808,197,22,394,7.43,349,0
6,5,4,0,13,6,3,0.23,2,3,1,0.33,11,1,0,13,1,20.6,11.31,2634.57,0.08,49,0.09,146.37,232.99,0.33,2,3,10,0.09,21,28,13,14,33,50,13,0
29,7,6,8,23,10,4,0.13,4,2.5,4,1,20,3,0.67,23,2,45.05,16.2,11826.86,0.24,130,0.06,657.05,729.91,0.75,3,5,18,0.05,61,69,32,17,84,57.41,31,0
11,5,8,1,10,8,3,0.18,4,2,3,1,18,1,0,16,0,54.41,6.07,2001.52,0.11,66,0.16,111.2,330,0.33,2,4,17,0.08,31,35,23,9,39,40.74,17,1
14,25,9,2,21,46,13,0.16,22,2.09,8,0.62,57,7,0.5,81,4,103.01,20.42,42973.95,0.7,321,0.05,2387.44,2104.02,0.54,12,23,46,0.11,142,179,73,21,119,22.12,83,0
2,20,1,0,1,28,11,0.46,12,2.33,2,0.18,38,11,1,24,3,20.28,39,30842.25,0.26,144,0.03,1713.46,790.83,1,8,14,29,0.39,57,87,19,26,28,4,24,0
3,51,9,0,0,96,26,0.32,46,2.09,16,0.62,108,22,0.84,82,2,80.57,35.41,101041.69,0.95,444,0.03,5613.43,2853.26,0.85,25,48,84,0.3,194,250,63,23,86,0,82,0
0,5,6,1,0,6,3,0.13,2,3,2,0.67,15,3,1,23,2,48.96,17.75,15426.54,0.29,149,0.06,857.03,869.1,1,2,3,14,0.12,71,78,38,19,25,4.17,24,1
1,5,1,0,0,8,3,0.38,4,2,2,0.67,10,3,1,8,1,11.85,10.21,1236.07,0.04,28,0.1,68.67,121.01,1,2,4,9,0.3,11,17,7,13,10,0,8,0
0,3,0,0,0,4,2,0.5,2,2,1,0.5,5,1,0,4,1,11.82,8.8,915.2,0.03,26,0.11,50.84,104,0.5,1,2,5,0.4,8,18,5,11,5,0,4,0
16,13,3,0,10,24,7,0.17,12,2,4,0.57,29,1,0,41,2,59.59,22.8,30993.01,0.45,232,0.04,1721.83,1359.05,0.14,6,12,24,0.1,110,122,41,17,68,19.61,41,0
4,25,1,0,0,48,13,0.43,24,2,13,1,71,1,0,30,1,63.69,18.78,22456.97,0.4,213,0.05,1247.61,1195.93,0.08,12,24,60,0.37,104,109,36,13,35,0,30,0
2,3,2,5,9,4,2,0.15,2,2,1,0.5,7,1,0,8,1,13.69,16.61,3777.88,0.08,51,0.06,209.88,227.43,0.5,1,2,7,0.08,23,28,9,13,25,63.64,13,0
8,5,6,0,1,8,3,0.16,4,2,2,0.67,15,1,0,19,0,37.78,6.11,1408.93,0.08,51,0.16,78.27,230.7,0.33,2,4,14,0.1,19,32,14,9,29,5,19,0
3,19,7,0,0,36,10,0.33,18,2,10,1,47,5,0.44,30,2,43.84,22.75,22691.4,0.33,171,0.04,1260.63,997.42,0.5,9,18,39,0.29,78,93,36,21,34,0,30,0
4,9,7,3,4,16,5,0.18,8,2,5,1,28,3,0.5,25,1,41.51,11.69,5674.38,0.16,90,0.09,315.24,485.31,0.6,4,8,25,0.14,38,52,26,16,37,21.88,28,0
2,9,0,5,0,16,5,0.71,8,2,1,0.2,17,1,0,2,1,39.02,5.33,1109.78,0.07,46,0.19,61.65,208.08,0.2,4,8,14,0.5,20,26,15,8,10,71.43,7,0
1,5,2,0,0,6,3,0.21,2,3,2,0.67,9,3,1,14,2,22.59,10,2259.46,0.08,47,0.1,125.53,225.95,1,2,3,8,0.19,20,27,14,14,16,0,14,0
7,3,4,1,3,4,2,0.15,2,2,2,1,10,1,0,12,0,29.33,4.5,594,0.04,33,0.22,33,132,0.5,1,2,10,0.08,15,18,10,6,24,25,13,0
1,3,1,0,0,4,2,0.2,2,2,2,1,7,1,0,10,1,38.09,6.5,1609.32,0.08,54,0.15,89.41,247.59,0.5,1,2,7,0.17,26,28,16,8,12,0,10,0
13,17,7,1,17,32,9,0.23,12,2.67,5,0.56,47,8,0.88,39,3,64.34,23.87,36663.65,0.51,256,0.04,2036.87,1536,0.89,10,16,40,0.13,122,134,46,18,71,31.58,40,0
