$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
1,13,1,0,0,20,7,0.7,8,2.5,3,0.43,22,1,0,10,1,13.71,21.6,6396.36,0.1,63,0.05,355.35,296.13,0.14,6,10,17,0.58,27,36,10,16,12,0,10,0
1,5,2,0,0,8,3,0.25,4,2,3,1,12,1,0,12,0,19.74,9.9,1934.51,0.07,46,0.1,107.47,195.4,0.33,2,4,11,0.21,22,24,10,9,14,0,12,0
6,17,2,3,0,32,9,0.33,16,2,2,0.22,36,5,0.5,24,2,32.25,23.09,17192.85,0.25,139,0.04,955.16,744.7,0.56,8,16,29,0.26,59,80,23,18,34,11.11,27,0
4,3,3,1,1,4,2,0.2,2,2,2,1,7,1,0,9,1,20.81,7.5,1170.6,0.05,35,0.13,65.03,156.08,0.5,1,2,7,0.13,15,20,11,11,16,18.18,10,0
24,13,3,4,26,24,7,0.19,12,2,3,0.43,30,1,0,33,0,66.19,24.42,39480.4,0.54,262,0.04,2193.36,1616.52,0.14,6,12,25,0.08,127,135,52,20,88,47.62,37,1
12,5,2,2,7,6,3,0.27,2,3,2,0.67,9,3,1,9,1,26.93,8.65,2013.44,0.08,47,0.12,111.86,232.85,1,2,3,8,0.1,21,26,17,14,31,50,11,0
6,3,0,0,4,4,2,0.2,2,2,1,0.5,6,1,0,10,1,26.09,6.67,1159.45,0.06,39,0.15,64.41,173.92,0.5,1,2,6,0.1,16,23,12,10,21,28.57,10,0
11,11,1,2,12,14,6,0.38,4,3.5,2,0.33,16,6,1,14,0,42.25,11.54,5625.43,0.16,91,0.09,312.52,487.54,1,5,9,12,0.15,40,51,26,15,40,50,16,1
1,3,1,0,0,4,2,0.33,2,2,2,1,7,1,0,6,3,11.15,9.17,936.71,0.03,25,0.11,52.04,102.19,0.5,1,2,7,0.25,10,15,6,11,8,0,6,0
8,5,1,2,3,8,3,0.38,4,2,2,0.67,9,1,0,6,0,12.89,11,1559.55,0.05,34,0.09,86.64,141.78,0.33,2,4,8,0.15,14,20,7,11,20,45.45,8,0
27,19,1,4,13,26,11,0.26,12,2.17,2,0.18,34,1,0,38,0,33.74,23.2,18157.82,0.26,136,0.04,1008.77,782.66,0.09,7,13,25,0.13,58,78,30,24,83,30.91,42,0
1,7,4,1,1,12,4,0.18,6,2,4,1,17,1,0,21,1,54.76,4.7,1211.98,0.09,52,0.21,67.33,257.62,0.25,3,6,15,0.16,23,29,22,9,25,8.7,22,0
3,3,0,0,1,4,2,0.17,2,2,1,0.5,5,1,0,12,1,14.09,13.5,2567.23,0.06,44,0.07,142.62,190.16,0.5,1,2,5,0.12,18,26,8,12,17,7.69,12,0
6,3,0,0,1,4,2,0.17,2,2,1,0.5,7,1,0,12,0,29.04,8.92,2312.39,0.09,59,0.11,128.47,259.14,0.5,1,2,7,0.1,29,30,13,8,20,7.69,12,0
7,5,2,2,4,8,3,0.3,4,2,3,1,11,1,0,8,1,17.81,11.08,2188.05,0.07,42,0.09,121.56,197.42,0.33,2,4,10,0.14,19,23,12,14,22,42.86,10,0
1,7,2,0,0,12,4,0.36,6,2,4,1,16,1,0,11,1,28.49,13.18,4947.97,0.13,83,0.08,274.89,375.46,0.25,3,6,14,0.31,41,42,14,9,13,0,11,0
2,3,0,1,3,4,2,0.25,2,2,1,0.5,6,1,0,7,1,9.86,6.67,438.19,0.02,19,0.15,24.34,65.73,0.5,1,2,6,0.14,5,14,3,8,14,36.36,8,0
26,25,7,1,34,44,13,0.19,20,2.2,8,0.62,56,7,0.5,68,5,76.65,23.49,42296.9,0.6,284,0.04,2349.83,1800.52,0.54,12,22,45,0.1,126,158,59,22,130,33.98,69,0
8,3,2,2,0,4,2,0.2,2,2,2,1,7,1,0,8,2,24.6,7.5,1383.58,0.06,42,0.13,76.87,184.48,0.5,1,2,7,0.11,20,22,12,9,19,20,10,0
2,43,0,25,0,84,22,0.81,42,2,1,0.05,85,1,0,2,1,112.1,18.1,36742.62,0.68,345,0.06,2041.26,2029.51,0.05,21,42,65,0.73,158,187,48,11,30,92.59,27,0
0,3,0,0,0,4,2,0.33,2,2,1,0.5,5,1,0,6,3,9.87,5.63,312.22,0.02,15,0.18,17.35,55.51,0.5,1,2,5,0.29,5,10,4,9,7,0,6,0
3,11,0,0,0,20,6,0.38,10,2,1,0.17,24,1,0,16,0,19.33,16.82,5466.44,0.11,74,0.06,303.69,325.03,0.17,5,10,20,0.3,37,37,11,10,20,0,16,0
0,3,0,0,1,4,2,0.33,2,2,1,0.5,6,1,0,6,5,16.82,8.33,1168.18,0.05,33,0.12,64.9,140.18,0.5,1,2,6,0.25,15,18,9,10,8,14.29,6,0
9,9,2,1,4,14,5,0.23,6,2.33,4,0.8,20,3,0.5,21,0,45.13,14.93,10063.19,0.22,122,0.07,559.07,673.87,0.6,4,7,17,0.14,56,66,30,16,36,19.23,22,0
1,13,1,0,0,22,7,0.41,10,2.2,6,0.86,24,6,0.83,17,3,44.6,12.75,7250.82,0.19,110,0.08,402.82,568.69,0.86,6,11,19,0.37,51,59,24,12,19,0,17,0
0,5,3,0,0,8,3,0.21,4,2,2,0.67,12,1,0,14,0,22.19,8.88,1751.63,0.07,43,0.11,97.31,197.15,0.33,2,4,11,0.2,21,22,13,11,15,0,14,0
24,22,9,3,2,8,17,0.24,2,4,12,0.71,48,4,0.19,68,0,55.44,24.38,32939.44,0.45,215,0.04,1829.97,1351.36,0.24,3,4,33,0.17,78,137,48,30,98,6.85,71,0
4,29,9,3,0,56,15,0.29,28,2,12,0.8,71,9,0.57,49,5,53.89,38.73,80812.65,0.7,334,0.03,4489.59,2086.81,0.6,14,28,58,0.26,158,176,51,25,57,5.77,52,0
0,5,3,0,0,8,3,0.43,4,2,3,1,15,1,0,7,0,17.66,11.5,2336,0.07,47,0.09,129.78,203.13,0.33,2,4,14,0.38,23,24,10,10,8,0,7,0
5,33,2,6,6,58,17,0.27,26,2.23,7,0.41,69,9,0.5,57,1,95.6,21.1,42542.23,0.67,313,0.05,2363.46,2016.64,0.53,16,29,54,0.23,151,162,68,19,75,17.39,63,1
19,59,3,0,31,116,30,0.15,58,2,3,0.1,110,1,0,206,4,239.03,36.2,313287.38,2.88,1172,0.03,17404.85,8653.7,0.03,29,58,82,0.12,564,608,148,19,257,13.08,206,0
0,3,0,0,0,4,2,0.4,2,2,1,0.5,5,1,0,5,3,10.75,4,172.08,0.01,12,0.25,9.56,43.02,0.5,1,2,5,0.33,4,8,4,8,6,0,5,0
12,5,3,2,8,8,3,0.23,4,2,2,0.67,13,1,0,11,2,31.59,11.45,4145.3,0.12,68,0.09,230.29,361.89,0.33,2,4,12,0.09,28,40,22,18,34,47.62,13,0
0,5,3,1,0,8,3,0.33,4,2,3,1,12,1,0,8,0,22.64,5.73,742.59,0.04,30,0.17,41.25,129.66,0.33,2,4,11,0.3,14,16,11,9,10,11.11,9,0
10,5,0,0,5,8,3,0.14,4,2,1,0.33,11,1,0,22,0,53.55,11.45,7025.78,0.2,125,0.09,390.32,613.36,0.33,2,4,10,0.08,63,62,22,8,38,18.52,22,0
1,7,3,0,0,10,4,0.36,4,2.5,2,0.5,14,3,0.67,11,1,24.61,12.71,3973.8,0.1,62,0.08,220.77,312.75,0.75,3,5,12,0.31,27,35,17,16,13,0,11,0
4,5,2,0,3,6,3,0.23,2,3,2,0.67,10,3,1,13,0,23.79,14.5,5002.5,0.12,69,0.07,277.92,345,1,2,3,9,0.14,29,40,16,16,21,18.75,13,0
4,33,6,6,0,56,17,0.43,24,2.33,5,0.29,64,7,0.38,34,3,51.63,25.9,34627.03,0.45,214,0.04,1923.72,1337.06,0.41,16,28,49,0.38,94,120,49,27,45,15,40,0
16,19,9,1,15,36,10,0.13,18,2,8,0.8,71,1,0,74,2,79.49,32.46,83754.62,0.86,407,0.03,4653.03,2580.32,0.1,9,18,63,0.09,198,209,61,20,107,17.78,75,0
2,5,2,0,0,8,3,0.3,4,2,2,0.67,11,1,0,10,1,11.82,19,4268.6,0.07,49,0.05,237.14,224.66,0.33,2,4,10,0.23,19,30,8,16,13,0,10,0
20,9,6,4,11,14,5,0.21,6,2.33,4,0.8,19,3,0.5,20,1,52.95,8.87,4163,0.16,86,0.11,231.28,469.51,0.6,4,7,16,0.09,38,48,30,14,56,42.86,24,1
1,3,0,0,0,4,2,0.22,2,2,1,0.5,5,1,0,9,2,10.53,13.2,1834.45,0.05,34,0.08,101.91,138.97,0.5,1,2,5,0.18,11,23,5,12,11,0,9,0
1,7,2,0,0,12,4,0.36,6,2,3,0.75,17,4,1,11,1,16.45,14.3,3363.72,0.08,52,0.07,186.87,235.23,1,3,6,15,0.31,22,30,10,13,13,0,11,0
21,13,3,4,7,24,7,0.23,12,2,4,0.57,27,1,0,27,0,55.22,19.68,21394.68,0.36,188,0.05,1188.59,1086.9,0.14,6,12,22,0.12,88,100,38,17,60,28.95,31,1
0,5,2,0,0,8,3,0.23,4,2,3,1,11,1,0,13,6,23.44,7.33,1260.57,0.06,38,0.14,70.03,171.9,0.33,2,4,10,0.21,16,22,12,11,14,0,13,0
3,7,2,1,0,12,4,0.29,6,2,2,0.5,16,1,0,13,0,17.95,16.69,5000.31,0.1,63,0.06,277.8,299.56,0.25,3,6,14,0.22,31,32,13,14,18,7.14,14,1
3,19,8,0,0,30,10,0.28,14,2.14,6,0.6,53,1,0,36,0,54.39,16.69,15143.75,0.3,160,0.06,841.32,907.59,0.1,8,15,45,0.25,73,87,35,16,40,0,36,0
1,41,6,0,0,80,21,0.38,40,2,20,0.95,109,1,0,55,2,95.28,25.67,62771.57,0.82,374,0.04,3487.31,2445.65,0.05,20,40,90,0.37,176,198,72,21,57,0,55,0
1,7,0,0,0,12,4,0.57,6,2,1,0.25,12,4,1,7,2,14.12,9.63,1308.36,0.05,32,0.1,72.69,135.93,1,3,6,10,0.44,14,18,8,11,9,0,7,0
5,5,1,0,0,8,3,0.18,4,2,1,0.33,13,1,0,17,4,22.02,27,16052.62,0.2,115,0.04,891.81,594.54,0.33,2,4,12,0.13,54,61,18,18,23,0,17,0
25,15,4,6,24,26,8,0.29,12,2.17,4,0.5,34,1,0,22,1,54.45,20,21781.35,0.36,195,0.05,1210.08,1089.07,0.13,7,13,28,0.1,88,107,33,15,78,57.69,28,0
2,9,0,0,0,16,5,0.45,8,2,1,0.2,18,4,0.75,11,2,7.24,21,3192,0.05,38,0.05,177.33,152,0.8,4,8,15,0.36,14,24,4,12,14,0,11,0
2,59,0,31,0,116,30,0.91,58,2,1,0.03,117,1,0,2,1,185.52,11.06,22714.18,0.68,317,0.09,1261.9,2052.81,0.03,29,58,89,0.83,142,175,77,12,36,93.94,33,1
18,15,4,2,6,26,8,0.17,12,2.17,7,0.88,37,3,0.29,45,0,63.61,27.76,48997.85,0.59,289,0.04,2722.1,1765.36,0.38,7,13,31,0.11,136,153,49,20,72,15.09,47,0
6,37,2,5,4,60,19,0.23,24,2.5,2,0.11,63,18,0.94,77,1,60.94,26.48,42724.78,0.54,266,0.04,2373.6,1613.58,0.95,18,30,46,0.2,116,150,46,21,93,10.47,82,0
3,31,8,0,1,58,16,0.36,28,2.07,8,0.5,65,14,0.87,45,2,52.14,23.89,29750.8,0.42,210,0.04,1652.82,1245.45,0.88,15,29,51,0.32,91,119,40,21,50,2.17,45,0
10,7,5,1,3,10,4,0.14,4,2.5,4,1,16,4,1,28,1,45.13,11.11,5572.06,0.17,93,0.09,309.56,501.49,1,3,5,14,0.08,40,53,27,15,51,12.5,29,0
0,5,1,0,0,8,3,0.43,4,2,3,1,12,1,0,7,1,15.57,12.6,2472.31,0.07,44,0.08,137.35,196.21,0.33,2,4,11,0.38,21,23,10,12,8,0,7,0
2,9,2,4,4,16,5,0.23,8,2,4,0.8,20,1,0,18,1,18.68,25.88,12505.62,0.16,95,0.04,694.76,483.31,0.2,4,8,17,0.17,46,49,16,18,29,30.77,22,0
14,11,4,6,12,20,6,0.24,10,2,6,1,22,1,0,19,1,58.69,11.32,7525.74,0.22,119,0.09,418.1,664.61,0.17,5,10,18,0.12,55,64,34,14,52,48.65,25,0
2,15,1,0,0,24,8,0.33,10,2.4,2,0.25,27,7,0.86,24,3,10.04,45,20327.14,0.15,95,0.02,1129.29,451.71,0.88,7,12,21,0.3,45,50,9,18,27,0,24,0
57,23,5,2,10,32,14,0.17,16,2,6,0.43,51,1,0,82,0,38.44,40.11,61835.72,0.51,256,0.02,3435.32,1541.73,0.07,8,16,39,0.09,106,150,37,28,152,12.77,84,0
21,15,1,5,0,26,8,0.27,12,2.17,3,0.38,30,3,0.29,25,1,31.29,24.39,18610.76,0.25,132,0.04,1033.93,763.14,0.38,7,13,24,0.15,63,69,31,24,52,16.67,30,0
14,11,12,0,50,20,6,0.1,10,2,4,0.67,34,1,0,58,1,182.36,5.4,5311.46,0.33,159,0.19,295.08,984.18,0.17,5,10,30,0.04,68,91,63,10,142,46.3,58,0
4,3,0,1,0,4,2,0.29,2,2,1,0.5,6,1,0,6,1,12.06,6,434.04,0.02,19,0.17,24.11,72.34,0.5,1,2,6,0.17,9,10,6,8,12,14.29,7,0
3,7,4,0,0,10,4,0.15,4,2.5,3,0.75,18,1,0,26,1,37.65,18.96,13530.91,0.24,136,0.05,751.72,713.72,0.25,3,5,16,0.13,65,71,24,14,30,0,26,0
22,5,2,5,15,8,3,0.13,4,2,3,1,12,1,0,18,0,59.75,7.4,3272.06,0.15,82,0.14,181.78,442.17,0.33,2,4,11,0.05,37,45,30,12,61,52.63,23,0
20,17,2,3,12,20,10,0.26,8,2.5,3,0.3,31,3,0.22,36,5,31.44,19.3,11716.29,0.2,107,0.05,650.91,606.95,0.3,6,10,23,0.14,47,60,28,23,72,29.41,39,0
