$loc,$v,$ev,$iv,$n,$v,$l,$d,$i,$e,$b,$t,$LOcode,$LOComment,$LOBlank,$locCodeAndComment,$uniq_Op,$uniq_Opnd,$total_Op,$total_Opnd,$branchCount,$<defects
20,10,10,10,84,379.98,0.08,12.83,29.61,4876.4,0.13,270.91,15,0,3,0,11,12,56,28,19,0
25,13,13,13,108,501.54,0.07,14.14,35.46,7093.16,0.17,394.06,19,0,4,0,11,14,72,36,25,0
27,4,3,1,62,284.27,0.04,25,11.37,7106.69,0.09,394.82,17,6,2,0,16,8,37,25,7,0
35,7,4,1,86,463.74,0.06,17.73,26.16,8220.83,0.15,456.71,23,3,7,0,20,22,47,39,13,0
119,35,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
25,10,6,3,102,505.33,0.04,24.89,20.3,12579.06,0.17,698.84,19,0,4,0,17,14,61,41,19,0
16,5,1,2,55,229.35,0.06,17.29,13.27,3964.41,0.08,220.24,12,0,2,0,11,7,33,22,9,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,11,34.87,0.4,2.5,13.95,87.17,0.01,4.84,2,0,0,0,5,4,7,4,1,0
32,7,5,1,68,303.24,0.05,20.22,15,6132.21,0.1,340.68,28,0,2,0,13,9,40,28,13,0
13,2,1,1,21,69.76,0.11,9.33,7.47,651.1,0.02,36.17,8,0,3,0,7,3,13,8,3,0
17,3,3,1,27,102.8,0.08,12.5,8.22,1284.98,0.03,71.39,12,0,3,0,10,4,17,10,5,0
35,6,1,3,114,559.39,0.03,30,18.65,16781.57,0.19,932.31,25,0,5,0,18,12,74,40,11,0
23,3,3,1,34,132.83,0.08,12,11.07,1594.01,0.04,88.56,17,1,2,0,10,5,22,12,5,0
14,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
7,1,1,1,15,53.77,0.24,4.2,12.8,225.85,0.02,12.55,4,0,1,0,7,5,9,6,1,0
4,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,0,6,2,7,2,1,0
18,3,1,2,27,99.91,0.21,4.71,21.19,471.01,0.03,26.17,15,0,1,0,6,7,16,11,5,0
13,3,3,1,26,104,0.09,11,9.45,1144,0.03,63.56,10,0,1,0,11,5,16,10,5,0
25,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
21,5,1,1,43,182.66,0.15,6.87,26.57,1255.79,0.06,69.77,19,0,0,0,11,8,33,10,6,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
11,2,1,1,13,41.21,0.4,2.5,16.48,103.02,0.01,5.72,9,0,0,0,5,4,9,4,3,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
24,3,3,2,60,291.48,0.1,10.16,28.7,2960.33,0.1,164.46,18,0,4,0,13,16,35,25,5,0
18,8,8,1,52,216.84,0.06,16,13.55,3469.38,0.07,192.74,16,0,0,0,12,6,36,16,15,0
21,4,1,4,72,342.35,0.07,13.46,25.43,4609.52,0.11,256.07,17,0,2,0,13,14,43,29,7,0
11,3,3,2,31,138.24,0.1,10.5,13.17,1451.54,0.05,80.64,8,0,1,0,14,8,19,12,5,0
33,5,4,1,121,605,0.05,22.1,27.38,13370.5,0.2,742.81,27,0,4,0,17,15,82,39,9,0
4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
15,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4,1,1,1,6,15.51,0.5,2,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,0
5,1,1,1,7,19.65,0.33,3,6.55,58.95,0.01,3.28,2,0,1,0,6,1,6,1,1,0
25,8,3,2,78,374.97,0.03,28.8,13.02,10799.24,0.12,599.96,18,0,5,0,19,10,55,32,15,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
29,8,1,1,74,308.57,0.03,39,7.91,12034.4,0.1,668.58,23,1,3,0,13,5,44,30,15,0
30,5,1,5,61,267.93,0.14,7.38,36.28,1978.57,0.09,109.92,26,0,2,0,8,13,37,24,9,0
18,3,3,1,26,108.42,0.1,10,10.84,1084.18,0.04,60.23,10,4,2,0,12,6,16,10,5,0
32,6,4,1,88,447.7,0.04,23.57,18.99,10552.85,0.15,586.27,29,0,1,0,20,14,55,33,9,0
16,2,1,1,29,120.93,0.12,8.64,13.99,1045.16,0.04,58.06,13,0,1,0,11,7,18,11,3,0
16,2,1,1,29,120.93,0.12,8.64,13.99,1045.16,0.04,58.06,13,0,1,0,11,7,18,11,3,0
5,3,3,1,24,96,0.13,7.5,12.8,720,0.03,40,3,0,0,0,10,6,15,9,5,0
14,2,1,1,30,117.21,0.09,11,10.66,1289.27,0.04,71.63,10,0,1,1,10,5,19,11,3,0
17,2,1,1,27,99.91,0.09,11.25,8.88,1124.01,0.03,62.44,12,0,2,1,9,4,17,10,3,0
14,2,1,1,31,121.11,0.11,9,13.46,1090.02,0.04,60.56,12,0,1,1,9,6,19,12,3,0
44,8,5,4,101,485.54,0.03,30.91,15.71,15007.69,0.16,833.76,34,3,4,1,17,11,61,40,15,0
14,7,7,4,59,283.63,0.06,16,17.73,4538.14,0.09,252.12,11,0,1,0,16,12,35,24,13,0
13,6,6,4,47,218.26,0.08,12.73,17.15,2777.87,0.07,154.33,10,0,1,0,14,11,27,20,11,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
29,6,1,1,74,325.03,0.03,29,11.21,9425.91,0.11,523.65,24,0,2,1,14,7,45,29,11,0
14,3,3,2,42,181.52,0.08,12,15.13,2178.25,0.06,121.01,9,0,3,0,12,8,26,16,5,0
21,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
42,8,1,5,112,549.57,0.05,20,27.48,10991.43,0.18,610.64,30,3,7,0,15,15,72,40,15,0
23,4,1,4,82,423.93,0.08,12.4,34.19,5256.78,0.14,292.04,16,0,1,3,16,20,51,31,5,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,2,0,0,0,4,1,4,1,1,0
5,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,1,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
16,8,8,1,69,307.7,0.04,22.75,13.53,7000.19,0.1,388.9,12,0,2,0,14,8,43,26,15,0
42,4,1,1,77,366.13,0.06,16.69,21.93,6111.49,0.12,339.53,29,3,4,0,14,13,46,31,7,0
4,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,0,6,2,7,2,1,0
4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5,3,6,3,1,0
4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
21,5,1,1,43,182.66,0.15,6.87,26.57,1255.79,0.06,69.77,19,0,0,0,11,8,33,10,6,0
4,1,1,1,8,24,0.33,3,8,72,0.01,4,2,0,0,0,6,2,6,2,1,0
173,12,1,9,477,3006.9,0.02,48.57,61.91,146033.38,1,8112.97,109,16,40,6,26,53,279,198,22,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
9,1,1,1,27,116.69,0.1,10.5,11.11,1225.27,0.04,68.07,6,0,1,0,14,6,18,9,1,0
9,1,1,1,24,100.08,0.1,10.4,9.62,1040.81,0.03,57.82,6,0,1,0,13,5,16,8,1,0
6,1,1,1,10,33.22,0.29,3.5,9.49,116.27,0.01,6.46,3,0,1,0,7,3,7,3,1,0
12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,3,1,2,42,181.52,0.1,9.78,18.56,1774.87,0.06,98.6,10,2,1,0,11,9,26,16,5,0
48,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
4,1,1,1,7,19.65,0.33,3,6.55,58.95,0.01,3.28,2,0,0,0,6,1,6,1,1,0
47,12,1,11,122,684.99,0.06,16.9,40.54,11574.05,0.23,643,44,0,2,1,20,29,73,49,14,0
63,4,1,4,194,1150.56,0.06,17.19,66.92,19781.84,0.38,1098.99,51,7,5,0,17,44,105,89,7,0
6,1,1,1,13,39,0.3,3.33,11.7,130,0.01,7.22,3,0,1,0,5,3,9,4,1,0
70,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
20,2,1,2,85,384.5,0.05,18.67,20.6,7177.38,0.13,398.74,14,3,1,0,14,9,61,24,3,0
23,28,28,28,211,1045.33,0.06,17.38,60.14,18168.93,0.35,1009.38,21,0,0,0,10,21,138,73,55,0
5,1,1,1,8,24,0.33,3,8,72,0.01,4,2,0,0,0,6,2,6,2,1,0
5,1,1,1,8,24,0.33,3,8,72,0.01,4,2,0,0,0,6,2,6,2,1,0
4,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,2,0,0,0,4,1,4,1,1,0
4,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,2,0,0,0,4,1,4,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
52,12,1,12,138,707.84,0.1,10.04,70.51,7105.64,0.24,394.76,47,1,2,0,9,26,80,58,23,0
21,4,4,1,56,256.76,0.05,19.17,13.4,4921.19,0.09,273.4,20,0,1,0,15,9,33,23,7,0
15,5,3,2,44,199.04,0.09,11.7,17.01,2328.73,0.07,129.37,11,0,2,0,13,10,26,18,9,0
31,7,1,1,80,410.34,0.07,15.35,26.73,6299.97,0.14,350,28,0,1,0,18,17,51,29,9,0
31,7,1,1,62,310,0.09,11.5,26.96,3565,0.1,198.06,28,0,1,0,16,16,39,23,9,0
25,7,1,7,72,349.77,0.09,11.38,30.75,3978.69,0.12,221.04,23,0,0,0,13,16,44,28,8,0
20,6,1,2,50,242.9,0.13,7.93,30.62,1927,0.08,107.06,16,0,2,0,14,15,33,17,7,0
51,7,1,4,150,792.81,0.04,26.27,30.18,20829.29,0.26,1157.18,46,0,3,0,17,22,82,68,13,0
17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
39,9,1,2,91,466.76,0.05,20.78,22.46,9699.96,0.16,538.89,32,0,5,0,19,16,56,35,17,0
4,1,1,1,6,13.93,0.5,2,6.97,27.86,0,1.55,2,0,0,0,4,1,5,1,1,0
14,2,1,1,21,79.95,0.09,11,7.27,879.5,0.03,48.86,7,3,2,0,11,3,15,6,3,0
11,2,1,1,19,70.31,0.1,10,7.03,703.08,0.02,39.06,7,0,2,0,10,3,13,6,3,0
21,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
8,2,1,1,23,94.01,0.14,7.33,12.82,689.42,0.03,38.3,4,0,2,0,11,6,15,8,3,0
25,5,4,5,54,240.81,0.08,13.13,18.35,3160.62,0.08,175.59,21,0,2,0,14,8,39,15,9,0
8,2,1,1,22,88,0.15,6.67,13.2,586.67,0.03,32.59,4,0,2,0,10,6,14,8,3,0
48,5,1,5,126,624.23,0.03,29.75,20.98,18570.8,0.21,1031.71,26,0,17,0,17,14,77,49,9,0
193,25,25,19,626,3810.75,0.01,66.7,57.13,254177.14,1.27,14120.95,128,2,56,3,23,45,365,261,49,0
313,27,12,14,760,5221.48,0.02,44.02,118.61,229858.51,1.74,12769.92,225,49,27,5,25,92,436,324,53,0
37,4,1,3,68,340,0.12,8.11,41.88,2760.48,0.11,153.36,25,0,5,0,11,21,37,31,7,0
18,5,5,1,36,150.12,0.08,12,12.51,1801.41,0.05,100.08,13,0,2,0,12,6,24,12,9,0
5,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
19,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
44,6,3,5,122,644.82,0.06,15.65,41.2,10092.82,0.21,560.71,40,0,2,0,16,23,77,45,11,0
70,26,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
16,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
37,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
74,27,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
56,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
32,5,3,3,104,505.23,0.06,17.06,29.61,8620.49,0.17,478.92,21,3,2,0,13,16,62,42,9,0
34,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
10,1,1,1,19,74.23,0.22,4.57,16.23,339.34,0.02,18.85,5,0,3,0,8,7,11,8,1,0
27,14,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
25,10,6,3,102,505.33,0.04,24.89,20.3,12579.06,0.17,698.84,19,0,4,0,17,14,61,41,19,0
24,15,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
25,2,1,2,30,120,0.1,10,12,1200,0.04,66.67,13,7,3,0,10,6,18,12,3,0
17,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
24,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
14,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
27,7,6,3,74,359.49,0.03,32.22,11.16,11583.59,0.12,643.53,21,0,4,0,20,9,45,29,13,0
68,11,9,9,191,1083.43,0.05,18.51,58.52,20058.99,0.36,1114.39,65,0,1,0,16,35,110,81,21,0
10,1,1,1,26,98.99,0.17,6,16.5,593.95,0.03,33,4,0,2,1,8,6,17,9,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
16,1,1,1,32,133.44,0.11,9.43,14.15,1258.13,0.04,69.9,8,1,3,0,11,7,20,12,1,0
26,5,4,4,105,538.57,0.06,17.94,30.01,9664.42,0.18,536.91,20,0,4,0,17,18,67,38,9,0
18,3,1,2,38,161.42,0.14,7.2,22.42,1162.23,0.05,64.56,13,0,3,0,9,10,22,16,5,0
32,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
4,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,0,6,2,7,2,1,0
4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
20,2,1,2,47,206.44,0.13,7.5,27.53,1548.29,0.07,86.02,17,0,1,0,9,12,27,20,3,0
20,2,1,2,47,206.44,0.13,7.5,27.53,1548.29,0.07,86.02,17,0,1,0,9,12,27,20,3,0
51,11,9,3,125,641.16,0.04,24.94,25.71,15988.94,0.21,888.27,32,9,8,0,19,16,83,42,21,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
24,6,4,1,46,205.13,0.08,13,15.78,2666.74,0.07,148.15,18,1,3,0,13,9,28,18,11,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
21,5,1,1,43,182.66,0.15,6.87,26.57,1255.79,0.06,69.77,19,0,0,0,11,8,33,10,6,0
4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
8,2,1,1,27,108,0.2,5,21.6,540,0.04,30,4,1,1,0,8,8,17,10,3,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,14,50.19,0.29,3.5,14.34,175.66,0.02,9.76,2,0,0,0,7,5,9,5,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,12,41.51,0.29,3.5,11.86,145.3,0.01,8.07,2,0,0,0,7,4,8,4,1,0
5,1,1,1,18,68.53,0.29,3.5,19.58,239.86,0.02,13.33,3,0,0,0,7,7,11,7,1,0
4,1,1,1,18,68.53,0.29,3.5,19.58,239.86,0.02,13.33,2,0,0,0,7,7,11,7,1,0
4,1,1,1,13,46.6,0.29,3.5,13.32,163.12,0.02,9.06,2,0,0,0,7,5,8,5,1,0
25,5,1,5,53,239.75,0.11,9.17,26.15,2197.7,0.08,122.09,19,0,4,0,11,12,33,20,6,0
12,2,1,2,52,241.48,0.15,6.75,35.77,1629.99,0.08,90.56,9,0,1,0,9,16,28,24,3,0
13,2,1,2,36,155.59,0.15,6.55,23.77,1018.4,0.05,56.58,8,0,3,0,9,11,20,16,3,0
48,25,17,1,238,1190,0.02,41.22,28.87,49054.44,0.4,2725.25,44,0,2,0,14,18,132,106,49,0
9,3,1,1,23,85.11,0.08,13.33,6.38,1134.8,0.03,63.04,6,0,1,0,10,3,15,8,5,0
4,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5,3,6,3,1,0
4,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5,3,6,3,1,0
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
13,2,1,2,27,110.36,0.11,9.17,12.04,1011.65,0.04,56.2,10,0,1,0,11,6,17,10,3,0
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
6,1,1,1,19,65.73,0.19,5.25,12.52,345.08,0.02,19.17,3,0,0,0,7,4,13,6,1,0
4,1,1,1,8,24,0.33,3,8,72,0.01,4,2,0,0,0,6,2,6,2,1,0
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
11,2,1,1,22,81.41,0.12,8.33,9.77,678.41,0.03,37.69,9,0,0,0,10,3,17,5,3,0
19,4,1,4,43,185.84,0.13,8,23.23,1486.74,0.06,82.6,16,0,0,0,10,10,27,16,5,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
9,1,1,1,33,134.89,0.13,7.86,17.17,1059.82,0.04,58.88,5,0,2,0,10,7,22,11,1,0
19,3,1,1,50,204.37,0.06,16.5,12.39,3372.16,0.07,187.34,12,0,0,3,11,6,32,18,5,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
6,1,1,1,7,19.65,0.33,3,6.55,58.95,0.01,3.28,3,0,0,0,6,1,6,1,1,0
70,15,1,4,147,842,0.05,21.1,39.9,17769.19,0.28,987.18,58,0,5,5,24,29,96,51,24,0
25,4,1,3,55,258.51,0.08,12.25,21.1,3166.92,0.09,175.94,19,0,4,0,14,12,34,21,7,0
15,1,1,1,35,153.73,0.17,5.91,26.02,908.41,0.05,50.47,10,0,3,0,10,11,22,13,1,0
46,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
9,2,1,1,20,80,0.17,5.83,13.71,466.67,0.03,25.93,7,0,0,0,10,6,13,7,3,0
4,1,1,1,12,41.51,0.29,3.5,11.86,145.3,0.01,8.07,2,0,0,0,7,4,8,4,1,0
59,8,6,8,233,1381.86,0.04,23.9,57.81,33029.87,0.46,1834.99,42,8,7,0,20,41,135,98,15,0
23,6,3,2,54,259.6,0.09,11.5,22.57,2985.37,0.09,165.85,20,0,1,0,14,14,31,23,11,0
24,2,1,1,74,330,0.05,19.25,17.14,6352.46,0.11,352.91,14,4,2,0,14,8,52,22,3,0
26,4,3,2,50,235.02,0.1,10,23.5,2350.22,0.08,130.57,16,0,5,3,13,13,30,20,7,0
13,3,3,2,38,178.62,0.11,9.33,19.14,1667.09,0.06,92.62,9,0,2,0,14,12,22,16,5,0
15,3,3,2,36,165.06,0.11,8.86,18.62,1463.02,0.06,81.28,9,0,4,0,13,11,21,15,5,0
23,4,3,2,56,282.49,0.07,14.93,18.92,4217.11,0.09,234.28,16,0,3,2,19,14,34,22,7,0
20,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
24,4,3,3,107,600.77,0.09,10.91,55.07,6553.9,0.2,364.11,23,0,1,0,16,33,62,45,7,0
32,2,1,2,64,300.83,0.08,12.83,23.44,3860.63,0.1,214.48,19,4,5,0,14,12,42,22,3,0
33,5,1,2,54,253.82,0.09,11.5,22.07,2918.97,0.08,162.17,21,4,5,1,13,13,32,23,9,0
18,1,1,1,55,229.35,0.11,9.5,24.14,2178.79,0.08,121.04,12,0,2,0,9,9,36,19,1,0
68,8,4,7,136,691.89,0.04,25.78,26.84,17835.51,0.23,990.86,53,2,8,1,16,18,78,58,14,0
31,7,6,2,60,275.1,0.05,20,13.75,5501.96,0.09,305.66,22,2,3,0,15,9,36,24,13,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
167,27,1,21,461,2665.21,0.02,52.54,50.73,140031.41,0.89,7779.52,109,29,27,0,18,37,245,216,53,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,0,6,2,7,2,1,0
13,3,1,3,32,125.02,0.13,8,15.63,1000.16,0.04,55.56,8,0,1,2,8,7,18,14,5,0
20,5,1,1,43,185.84,0.16,6.11,30.41,1135.71,0.06,63.09,18,0,0,0,11,9,33,10,6,0
34,4,3,1,126,641.02,0.04,27.23,23.54,17457.12,0.21,969.84,23,2,7,0,19,15,83,43,7,0
4,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,0,6,2,7,2,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
15,3,3,1,48,220.08,0.06,16,13.75,3521.25,0.07,195.63,12,3,0,0,16,8,32,16,5,0
4,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,0,6,2,7,2,1,0
15,6,1,1,45,187.65,0.25,4,46.91,750.59,0.06,41.7,13,0,0,0,6,12,29,16,11,0
21,6,6,2,53,249.12,0.05,18.89,13.19,4705.66,0.08,261.43,17,0,2,0,17,9,33,20,11,0
6,1,1,1,11,33,0.5,2,16.5,66,0.01,3.67,3,0,1,0,4,4,7,4,1,0
4,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,0,6,2,7,2,1,0
10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
70,4,4,2,172,927.48,0.05,20.56,45.12,19064.84,0.31,1059.16,47,9,11,0,15,27,98,74,7,0
30,2,1,2,66,317.29,0.07,14.42,22,4576.23,0.11,254.24,15,6,3,0,15,13,41,25,3,0
5,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
6,1,1,1,12,39.86,0.21,4.67,8.54,186.03,0.01,10.33,3,0,0,0,7,3,8,4,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
12,2,1,2,37,167.37,0.14,7.09,23.6,1186.82,0.06,65.93,9,0,1,0,12,11,24,13,3,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,0,6,2,7,2,1,0
4,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,0,6,2,7,2,1,0
4,1,1,1,9,28.53,0.29,3.5,8.15,99.85,0.01,5.55,2,0,0,0,7,2,7,2,1,0
4,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,0,6,2,7,2,1,0
13,4,3,3,28,122.98,0.15,6.6,18.63,811.7,0.04,45.09,12,0,1,0,11,10,16,12,7,0
58,10,6,3,258,1536.18,0.03,30.73,49.99,47209.52,0.51,2622.75,47,1,10,0,21,41,138,120,19,0
53,5,1,5,215,1231.5,0.04,23.14,53.22,28495.61,0.41,1583.09,40,6,7,0,17,36,117,98,9,0
21,3,1,3,80,376.04,0.06,17,22.12,6392.6,0.13,355.14,12,2,1,2,13,13,46,34,5,0
22,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
20,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
19,4,1,4,43,185.84,0.13,8,23.23,1486.74,0.06,82.6,16,0,0,0,10,10,27,16,5,0
4,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5,3,6,3,1,0
21,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
22,5,1,4,66,285.25,0.08,12.27,23.24,3500.76,0.1,194.49,15,0,5,0,9,11,36,30,9,0
28,9,9,1,80,384.59,0.04,22.41,17.16,8618.28,0.13,478.79,23,1,1,0,17,11,51,29,17,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
