$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
3,0,5,4,4,2,0.29,2,2,1,0.5,7,1,0,2,0,11.34,9.8,"1,089.11",0.04,31,0.1,60.51,111.13,0.5,1,2,7,0.15,14,17,5,7,13,81.82,7,0
7,5,10,3,10,4,0.33,4,2.5,3,0.75,14,1,0,2,2,27.02,8.25,"1,838.97",0.07,48,0.12,102.16,222.91,0.25,3,5,12,0.24,21,27,14,11,17,86.67,12,0
9,1,11,0,14,5,0.36,6,2.33,1,0.2,17,3,0,3,5,11.2,22.75,"5,798.42",0.08,60,0.04,322.13,254.88,0.6,4,7,14,0.25,21,39,6,13,20,78.57,14,0
5,2,7,0,8,3,0.33,4,2,2,0.67,11,3,1,2,5,15.91,8.13,"1,050.3",0.04,31,0.12,58.35,129.27,1,2,4,10,0.23,13,18,8,10,13,77.78,9,0
5,1,7,0,8,3,0.33,4,2,1,0.33,12,1,0,2,2,12.87,8.75,985.14,0.04,27,0.11,54.73,112.59,0.33,2,4,11,0.27,14,13,8,10,11,77.78,9,0
7,1,5,0,10,4,0.67,4,2.5,2,0.5,11,4,1,1,2,7.46,11,902.49,0.03,21,0.09,50.14,82.04,1,3,5,9,0.44,8,13,4,11,9,83.33,6,0
3,1,6,3,4,2,0.25,2,2,2,1,5,1,0,2,1,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,5,0.15,7,10,6,8,13,81.82,8,0
5,0,5,0,8,3,0.43,4,2,1,0.33,9,1,0,2,4,9.87,9,799.29,0.03,24,0.11,44.41,88.81,0.33,2,4,8,0.3,8,16,4,9,10,71.43,7,0
7,5,14,34,12,4,0.22,6,2,4,1,18,1,0,4,0,37.53,5.79,"1,256.26",0.07,48,0.17,69.79,217.13,0.25,3,6,16,0.07,18,30,14,9,54,92.31,18,0
5,3,21,3,8,3,0.12,4,2,1,0.33,13,1,0,4,2,28.25,18.42,"9,580.18",0.17,105,0.05,532.23,520.19,0.33,2,4,12,0.1,51,54,18,13,30,85.71,25,0
11,3,16,0,20,6,0.3,10,2,2,0.33,27,1,0,4,2,14.48,20.45,"6,057.16",0.1,63,0.05,336.51,296.13,0.17,5,10,23,0.27,30,33,11,15,22,80,20,0
3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,0
17,13,28,0,22,10,0.32,10,2.2,5,0.5,50,6,0,3,3,27.69,20.43,"11,551.11",0.19,107,0.05,641.73,565.54,0.6,6,11,42,0.29,43,64,20,19,34,90.32,31,0
5,2,11,0,8,3,0.21,4,2,3,1,10,1,0,3,1,21.31,10.4,"2,305.21",0.07,49,0.1,128.07,221.65,0.33,2,4,9,0.19,16,33,10,13,16,78.57,14,0
39,18,129,73,74,20,0.14,36,2.06,16,0.8,120,10,0,17,2,93.49,45.59,"194,350.1",1.42,655,0.02,"10,797.23","4,262.61",0.5,19,37,102,0.09,286,369,69,22,223,92.24,146,0
3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,0
